Time [s],Channel 0,Channel 1
0.293978834,0,0
0.293983730,1,0
0.293988834,0,0
0.293993728,1,0
0.293998836,0,0
0.294003728,1,0
0.294008838,0,0
0.294013728,1,0
0.294018838,0,0
0.294023728,1,0
0.294028838,0,0
0.294033730,1,0
0.294038840,0,0
0.294043730,1,0
0.294048840,0,0
0.294053732,1,0
0.294058840,0,0
0.294068364,1,0
0.294073464,0,0
0.294078358,1,0
0.294083466,0,0
0.294088358,1,0
0.294093466,0,0
0.294098358,1,0
0.294103468,0,0
0.294108358,1,0
0.294113468,0,0
0.294118356,1,0
0.294123468,0,0
0.294128358,1,0
0.294133468,0,0
0.294138358,1,0
0.294143470,0,0
0.294148360,1,0
0.294153470,0,0
0.294162996,1,0
0.294168094,0,0
0.294172990,1,0
0.294178096,0,0
0.294182988,1,0
0.294188096,0,0
0.294192990,1,0
0.294198098,0,0
0.294202990,1,0
0.294208098,0,0
0.294212990,1,0
0.294218100,0,0
0.294222990,1,0
0.294228100,0,0
0.294232992,1,0
0.294238100,0,0
0.294242992,1,0
0.294248100,0,0
0.294257628,1,0
0.294262724,0,0
0.294267622,1,0
0.294272726,0,0
0.294277622,1,0
0.294282726,0,0
0.294287620,1,0
0.294292726,0,0
0.294297620,1,0
0.294302728,0,0
0.294307622,1,0
0.294312728,0,0
0.294317622,1,0
0.294322728,0,0
0.294327622,1,0
0.294332730,0,0
0.294337624,1,0
0.294342730,0,0
0.294352318,1,0
0.294357416,0,0
0.294362314,1,0
0.294367420,0,0
0.294372312,1,0
0.294377420,0,0
0.294382312,1,0
0.294387424,0,0
0.294392312,1,0
0.294397422,0,0
0.294402312,1,0
0.294407422,0,0
0.294412312,1,0
0.294417422,0,0
0.294422314,1,0
0.294427424,0,0
0.294432316,1,0
0.294437422,0,0
0.294446948,1,0
0.294452046,0,0
0.294456944,1,0
0.294462048,0,0
0.294466942,1,0
0.294472050,0,0
0.294476940,1,0
0.294482050,0,0
0.294486942,1,0
0.294492052,0,0
0.294496942,1,0
0.294502052,0,0
0.294506942,1,0
0.294512052,0,0
0.294516944,1,0
0.294522052,0,0
0.294526944,1,0
0.294532054,0,0
0.294541578,1,0
0.294546678,0,0
0.294551574,1,0
0.294556680,0,0
0.294561572,1,0
0.294566682,0,0
0.294571572,1,0
0.294576682,0,0
0.294581572,1,0
0.294586688,0,0
0.294591574,1,0
0.294596684,0,0
0.294601578,1,0
0.294606684,0,0
0.294611574,1,0
0.294616684,0,0
0.294621574,1,0
0.294626684,0,0
0.294636208,1,0
0.294641308,0,0
0.294646204,1,0
0.294651310,0,0
0.294656202,1,0
0.294661312,0,0
0.294666204,1,0
0.294671312,0,0
0.294676204,1,0
0.294681312,0,0
0.294686204,1,0
0.294691312,0,0
0.294696204,1,0
0.294701314,0,0
0.294706204,1,0
0.294711314,0,0
0.294716206,1,0
0.294721314,0,0
0.294730836,1,0
0.294735938,0,0
0.294740832,1,0
0.294745940,0,0
0.294750832,1,0
0.294755940,0,0
0.294760830,1,0
0.294765942,0,0
0.294770832,1,0
0.294775942,0,0
0.294780832,1,0
0.294785944,0,0
0.294790834,1,0
0.294795944,0,0
0.294800834,1,0
0.294805944,0,0
0.294810834,1,0
0.294815942,0,0
0.294825468,1,0
0.294830568,0,0
0.294835464,1,0
0.294840572,0,0
0.294845464,1,0
0.294850572,0,0
0.294855464,1,0
0.294860572,0,0
0.294865464,1,0
0.294870574,0,0
0.294875464,1,0
0.294880574,0,0
0.294885464,1,0
0.294890574,0,0
0.294895468,1,0
0.294900576,0,0
0.294905466,1,0
0.294910576,0,0
0.294920100,1,0
0.294925200,0,0
0.294930094,1,0
0.294935200,0,0
0.294940092,1,0
0.294945202,0,0
0.294950092,1,0
0.294955200,0,0
0.294960094,1,0
0.294965204,0,0
0.294970094,1,0
0.294975204,0,0
0.294980094,1,0
0.294985204,0,0
0.294990094,1,0
0.294995204,0,0
0.295000098,1,0
0.295005206,0,0
0.295014728,1,0
0.295019830,0,0
0.295024726,1,0
0.295029832,0,0
0.295034724,1,0
0.295039834,0,0
0.295044724,1,0
0.295049834,0,0
0.295054724,1,0
0.295059834,0,0
0.295064724,1,0
0.295069834,0,0
0.295074724,1,0
0.295079836,0,0
0.295084724,1,0
0.295089836,0,0
0.295094726,1,0
0.295099836,0,0
0.295109360,1,0
0.295114460,0,0
0.295119356,1,0
0.295124462,0,0
0.295129354,1,0
0.295134462,0,0
0.295139354,1,0
0.295144464,0,0
0.295149356,1,0
0.295154464,0,0
0.295159354,1,0
0.295164464,0,0
0.295169354,1,0
0.295174466,0,0
0.295179356,1,0
0.295184464,0,0
0.295189356,1,0
0.295194466,0,0
0.295203990,1,0
0.295209090,0,0
0.295213986,1,0
0.295219092,0,0
0.295223986,1,0
0.295229094,0,0
0.295233984,1,0
0.295239094,0,0
0.295243984,1,0
0.295249094,0,0
0.295253986,1,0
0.295259096,0,0
0.295263986,1,0
0.295269096,0,0
0.295273986,1,0
0.295279096,0,0
0.295283988,1,0
0.295289094,0,0
0.295298682,1,0
0.295303784,0,0
0.295308678,1,0
0.295313784,0,0
0.295318678,1,0
0.295323786,0,0
0.295328676,1,0
0.295333788,0,0
0.295338676,1,0
0.295343786,0,0
0.295348678,1,0
0.295353788,0,0
0.295358678,1,0
0.295363790,0,0
0.295368678,1,0
0.295373788,0,0
0.295378678,1,0
0.295383788,0,0
0.295393002,1,0
0.295398638,1,1
0.295429662,1,0
0.295434874,0,0
0.295438496,0,1
0.295442992,1,1
0.295448104,0,1
0.295452992,1,1
0.295458104,0,1
0.295462996,1,1
0.295468106,0,1
0.295469726,0,0
0.295472996,1,0
0.295478108,0,0
0.295482998,1,0
0.295488108,0,0
0.295492998,1,0
0.295498108,0,0
0.295503000,1,0
0.295508108,0,0
0.295513000,1,0
0.295518110,0,0
0.295523000,1,0
0.295528110,0,0
0.295528262,0,1
0.295538194,1,1
0.295543296,0,1
0.295543752,0,0
0.295548192,1,0
0.295553298,0,0
0.295558192,1,0
0.295563300,0,0
0.295568192,1,0
0.295573302,0,0
0.295578192,1,0
0.295583302,0,0
0.295588192,1,0
0.295593302,0,0
0.295598192,1,0
0.295603302,0,0
0.295603592,0,1
0.295608190,1,1
0.295613564,0,1
0.295613746,0,0
0.295618196,1,0
0.295623302,0,0
0.295623442,0,1
0.295628054,0,0
0.295632516,1,0
0.295638140,1,1
0.295669730,1,0
0.295673638,0,0
0.295678006,0,1
0.295682504,1,1
0.295687618,0,1
0.295692508,1,1
0.295697618,0,1
0.295702508,1,1
0.295707618,0,1
0.295709014,0,0
0.295712512,1,0
0.295717618,0,0
0.295722512,1,0
0.295727620,0,0
0.295732514,1,0
0.295737620,0,0
0.295742514,1,0
0.295747620,0,0
0.295752514,1,0
0.295757622,0,0
0.295762516,1,0
0.295767622,0,0
0.295767776,0,1
0.295777770,1,1
0.295782870,0,1
0.295787766,1,1
0.295792874,0,1
0.295797764,1,1
0.295802874,0,1
0.295804270,0,0
0.295807766,1,0
0.295812876,0,0
0.295813136,0,1
0.295817764,1,1
0.295822876,0,1
0.295827766,1,1
0.295832876,0,1
0.295837766,1,1
0.295842876,0,1
0.295847768,1,1
0.295853234,0,1
0.295854166,0,0
0.295857770,1,0
0.295862878,0,0
0.295863012,0,1
0.295867632,0,0
0.295872092,1,0
0.295877714,1,1
0.296004568,1,0
0.296008316,0,0
0.296012586,0,1
0.296017086,1,1
0.296022200,0,1
0.296027088,1,1
0.296032200,0,1
0.296037090,1,1
0.296042200,0,1
0.296044376,0,0
0.296047094,1,0
0.296052200,0,0
0.296057094,1,0
0.296062202,0,0
0.296067094,1,0
0.296072202,0,0
0.296077094,1,0
0.296082202,0,0
0.296087098,1,0
0.296092202,0,0
0.296097098,1,0
0.296102204,0,0
0.296102356,0,1
0.296107764,0,0
0.296112354,1,0
0.296117454,0,0
0.296122350,1,0
0.296127456,0,0
0.296132348,1,0
0.296137456,0,0
0.296142348,1,0
0.296147458,0,0
0.296152348,1,0
0.296157458,0,0
0.296162348,1,0
0.296167458,0,0
0.296172350,1,0
0.296177458,0,0
0.296182350,1,0
0.296187460,0,0
0.296192350,1,0
0.296197460,0,0
0.296206984,1,0
0.296212082,0,0
0.296216980,1,0
0.296222086,0,0
0.296226978,1,0
0.296232086,0,0
0.296236980,1,0
0.296242088,0,0
0.296246980,1,0
0.296252088,0,0
0.296256980,1,0
0.296262088,0,0
0.296266980,1,0
0.296272090,0,0
0.296276982,1,0
0.296282090,0,0
0.296286982,1,0
0.296292090,0,0
0.296301676,1,0
0.296306776,0,0
0.296311672,1,0
0.296316778,0,0
0.296321670,1,0
0.296326780,0,0
0.296331670,1,0
0.296336780,0,0
0.296341670,1,0
0.296346780,0,0
0.296351670,1,0
0.296356782,0,0
0.296361672,1,0
0.296366782,0,0
0.296371672,1,0
0.296376782,0,0
0.296381674,1,0
0.296386784,0,0
0.296396304,1,0
0.296401406,0,0
0.296406300,1,0
0.296411408,0,0
0.296416300,1,0
0.296421410,0,0
0.296426300,1,0
0.296431410,0,0
0.296436300,1,0
0.296441410,0,0
0.296446300,1,0
0.296451412,0,0
0.296456300,1,0
0.296461412,0,0
0.296466302,1,0
0.296471412,0,0
0.296476302,1,0
0.296481412,0,0
0.296490936,1,0
0.296496036,0,0
0.296500932,1,0
0.296506040,0,0
0.296510932,1,0
0.296516040,0,0
0.296520932,1,0
0.296526040,0,0
0.296530932,1,0
0.296536042,0,0
0.296540932,1,0
0.296546042,0,0
0.296550934,1,0
0.296556042,0,0
0.296560934,1,0
0.296566044,0,0
0.296570936,1,0
0.296576044,0,0
0.296585566,1,0
0.296590666,0,0
0.296595562,1,0
0.296600668,0,0
0.296605560,1,0
0.296610670,0,0
0.296615560,1,0
0.296620670,0,0
0.296625562,1,0
0.296630672,0,0
0.296635562,1,0
0.296640672,0,0
0.296645562,1,0
0.296650672,0,0
0.296655560,1,0
0.296660674,0,0
0.296665564,1,0
0.296670674,0,0
0.296680198,1,0
0.296685298,0,0
0.296690194,1,0
0.296695300,0,0
0.296700192,1,0
0.296705302,0,0
0.296710192,1,0
0.296715302,0,0
0.296720192,1,0
0.296725302,0,0
0.296730192,1,0
0.296735304,0,0
0.296740192,1,0
0.296745304,0,0
0.296750194,1,0
0.296755304,0,0
0.296760196,1,0
0.296765304,0,0
0.296774828,1,0
0.296779928,0,0
0.296784824,1,0
0.296789930,0,0
0.296794824,1,0
0.296799932,0,0
0.296804822,1,0
0.296809932,0,0
0.296814822,1,0
0.296819932,0,0
0.296824822,1,0
0.296829932,0,0
0.296834824,1,0
0.296839934,0,0
0.296844824,1,0
0.296849932,0,0
0.296854826,1,0
0.296859934,0,0
0.296869458,1,0
0.296874558,0,0
0.296879452,1,0
0.296884560,0,0
0.296889450,1,0
0.296894560,0,0
0.296899450,1,0
0.296904562,0,0
0.296909450,1,0
0.296914562,0,0
0.296919452,1,0
0.296924564,0,0
0.296929452,1,0
0.296934564,0,0
0.296939454,1,0
0.296944564,0,0
0.296949454,1,0
0.296954564,0,0
0.296964088,1,0
0.296969188,0,0
0.296974084,1,0
0.296979192,0,0
0.296984084,1,0
0.296989192,0,0
0.296994082,1,0
0.296999192,0,0
0.297004084,1,0
0.297009192,0,0
0.297014084,1,0
0.297019194,0,0
0.297024084,1,0
0.297029194,0,0
0.297034086,1,0
0.297039194,0,0
0.297044086,1,0
0.297049196,0,0
0.297058716,1,0
0.297063818,0,0
0.297068714,1,0
0.297073820,0,0
0.297078712,1,0
0.297083820,0,0
0.297088714,1,0
0.297093822,0,0
0.297098712,1,0
0.297103822,0,0
0.297108714,1,0
0.297113824,0,0
0.297118714,1,0
0.297123824,0,0
0.297128714,1,0
0.297133824,0,0
0.297138716,1,0
0.297143826,0,0
0.297153348,1,0
0.297158450,0,0
0.297163346,1,0
0.297168450,0,0
0.297173344,1,0
0.297178452,0,0
0.297183344,1,0
0.297188454,0,0
0.297193344,1,0
0.297198454,0,0
0.297203344,1,0
0.297208454,0,0
0.297213344,1,0
0.297218456,0,0
0.297223346,1,0
0.297228456,0,0
0.297233346,1,0
0.297238456,0,0
0.297247980,1,0
0.297253080,0,0
0.297257978,1,0
0.297263080,0,0
0.297267974,1,0
0.297273080,0,0
0.297277976,1,0
0.297283082,0,0
0.297287976,1,0
0.297293082,0,0
0.297297976,1,0
0.297303084,0,0
0.297307976,1,0
0.297313084,0,0
0.297317976,1,0
0.297323084,0,0
0.297327978,1,0
0.297333086,0,0
0.297342672,1,0
0.297347772,0,0
0.297352668,1,0
0.297357774,0,0
0.297362666,1,0
0.297367776,0,0
0.297372666,1,0
0.297377776,0,0
0.297382668,1,0
0.297387778,0,0
0.297392666,1,0
0.297397776,0,0
0.297402668,1,0
0.297407778,0,0
0.297412670,1,0
0.297417778,0,0
0.297422670,1,0
0.297427778,0,0
0.297437304,1,0
0.297442402,0,0
0.297447298,1,0
0.297452404,0,0
0.297457296,1,0
0.297462406,0,0
0.297467296,1,0
0.297472406,0,0
0.297477296,1,0
0.297482406,0,0
0.297487296,1,0
0.297492406,0,0
0.297497298,1,0
0.297502408,0,0
0.297507298,1,0
0.297512408,0,0
0.297517298,1,0
0.297522408,0,0
0.297531932,1,0
0.297537034,0,0
0.297541928,1,0
0.297547034,0,0
0.297551926,1,0
0.297557036,0,0
0.297561928,1,0
0.297567036,0,0
0.297571928,1,0
0.297577038,0,0
0.297581928,1,0
0.297587038,0,0
0.297591928,1,0
0.297597038,0,0
0.297601930,1,0
0.297607040,0,0
0.297611930,1,0
0.297617040,0,0
0.297626562,1,0
0.297631664,0,0
0.297636560,1,0
0.297641664,0,0
0.297646558,1,0
0.297651666,0,0
0.297656558,1,0
0.297661666,0,0
0.297666558,1,0
0.297671668,0,0
0.297676558,1,0
0.297681668,0,0
0.297686558,1,0
0.297691666,0,0
0.297696558,1,0
0.297701670,0,0
0.297706560,1,0
0.297711670,0,0
0.297720882,1,0
0.297726518,1,1
2.344170806,1,0
2.344174342,0,0
2.344178516,0,1
2.344183016,1,1
2.344188130,0,1
2.344193018,1,1
2.344198132,0,1
2.344203020,1,1
2.344208132,0,1
2.344209832,0,0
2.344213022,1,0
2.344218134,0,0
2.344223024,1,0
2.344228134,0,0
2.344233024,1,0
2.344238134,0,0
2.344243024,1,0
2.344248134,0,0
2.344253024,1,0
2.344258134,0,0
2.344263026,1,0
2.344268136,0,0
2.344268286,0,1
2.344273446,0,0
2.344277912,1,0
2.344283538,1,1
2.344314630,1,0
2.344319876,0,0
2.344323400,0,1
2.344327900,1,1
2.344333014,0,1
2.344337902,1,1
2.344343014,0,1
2.344347900,1,1
2.344353014,0,1
2.344354816,0,0
2.344357904,1,0
2.344363016,0,0
2.344367906,1,0
2.344373016,0,0
2.344377908,1,0
2.344383014,0,0
2.344387906,1,0
2.344393018,0,0
2.344397908,1,0
2.344403016,0,0
2.344407908,1,0
2.344413018,0,0
2.344413172,0,1
2.344418516,0,0
2.344423106,1,0
2.344428204,0,0
2.344433100,1,0
2.344438206,0,0
2.344438492,0,1
2.344443098,1,1
2.344448206,0,1
2.344448576,0,0
2.344453098,1,0
2.344458208,0,0
2.344463098,1,0
2.344468210,0,0
2.344473100,1,0
2.344478210,0,0
2.344483100,1,0
2.344488210,0,0
2.344488502,0,1
2.344493098,1,1
2.344498564,0,1
2.344498654,0,0
2.344503102,1,0
2.344508210,0,0
2.344517422,1,0
2.344523056,1,1
2.344650144,1,0
2.344653732,0,0
2.344657982,0,1
2.344662480,1,1
2.344667594,0,1
2.344672484,1,1
2.344677594,0,1
2.344682484,1,1
2.344687596,0,1
2.344688748,0,0
2.344692488,1,0
2.344697596,0,0
2.344702486,1,0
2.344707600,0,0
2.344712488,1,0
2.344717600,0,0
2.344722488,1,0
2.344727598,0,0
2.344732488,1,0
2.344737600,0,0
2.344742490,1,0
2.344747602,0,0
2.344747756,0,1
2.344753098,0,0
2.344757686,1,0
2.344762786,0,0
2.344767684,1,0
2.344772788,0,0
2.344777678,1,0
2.344782790,0,0
2.344787680,1,0
2.344792790,0,0
2.344797682,1,0
2.344802790,0,0
2.344807680,1,0
2.344812792,0,0
2.344817680,1,0
2.344822792,0,0
2.344827682,1,0
2.344832792,0,0
2.344837684,1,0
2.344842792,0,0
2.344852314,1,0
2.344857416,0,0
2.344862312,1,0
2.344867420,0,0
2.344872308,1,0
2.344877418,0,0
2.344882308,1,0
2.344887420,0,0
2.344892308,1,0
2.344897422,0,0
2.344902306,1,0
2.344907420,0,0
2.344912308,1,0
2.344917422,0,0
2.344922310,1,0
2.344927422,0,0
2.344932312,1,0
2.344937424,0,0
2.344946944,1,0
2.344952048,0,0
2.344956942,1,0
2.344962048,0,0
2.344966942,1,0
2.344972050,0,0
2.344976940,1,0
2.344982050,0,0
2.344986942,1,0
2.344992050,0,0
2.344996940,1,0
2.345002052,0,0
2.345006940,1,0
2.345012052,0,0
2.345016942,1,0
2.345022054,0,0
2.345026944,1,0
2.345032048,0,0
2.345041576,1,0
2.345046676,0,0
2.345051572,1,0
2.345056678,0,0
2.345061570,1,0
2.345066680,0,0
2.345071568,1,0
2.345076680,0,0
2.345081570,1,0
2.345086682,0,0
2.345091572,1,0
2.345096682,0,0
2.345101570,1,0
2.345106682,0,0
2.345111572,1,0
2.345116682,0,0
2.345121576,1,0
2.345126684,0,0
2.345136206,1,0
2.345141308,0,0
2.345146202,1,0
2.345151306,0,0
2.345156202,1,0
2.345161310,0,0
2.345166202,1,0
2.345171310,0,0
2.345176202,1,0
2.345181312,0,0
2.345186202,1,0
2.345191312,0,0
2.345196202,1,0
2.345201314,0,0
2.345206204,1,0
2.345211314,0,0
2.345216204,1,0
2.345221314,0,0
2.345230844,1,0
2.345235936,0,0
2.345240834,1,0
2.345245938,0,0
2.345250834,1,0
2.345255940,0,0
2.345260832,1,0
2.345265942,0,0
2.345270832,1,0
2.345275940,0,0
2.345280834,1,0
2.345285942,0,0
2.345290834,1,0
2.345295942,0,0
2.345300832,1,0
2.345305942,0,0
2.345310836,1,0
2.345315944,0,0
2.345325530,1,0
2.345330630,0,0
2.345335526,1,0
2.345340632,0,0
2.345345524,1,0
2.345350638,0,0
2.345355526,1,0
2.345360634,0,0
2.345365524,1,0
2.345370636,0,0
2.345375526,1,0
2.345380636,0,0
2.345385526,1,0
2.345390638,0,0
2.345395526,1,0
2.345400636,0,0
2.345405526,1,0
2.345410636,0,0
2.345420164,1,0
2.345425260,0,0
2.345430156,1,0
2.345435262,0,0
2.345440158,1,0
2.345445264,0,0
2.345450154,1,0
2.345455264,0,0
2.345460156,1,0
2.345465266,0,0
2.345470154,1,0
2.345475264,0,0
2.345480156,1,0
2.345485266,0,0
2.345490156,1,0
2.345495266,0,0
2.345500158,1,0
2.345505266,0,0
2.345514792,1,0
2.345519892,0,0
2.345524786,1,0
2.345529894,0,0
2.345534784,1,0
2.345539894,0,0
2.345544786,1,0
2.345549896,0,0
2.345554784,1,0
2.345559894,0,0
2.345564786,1,0
2.345569896,0,0
2.345574786,1,0
2.345579898,0,0
2.345584788,1,0
2.345589898,0,0
2.345594788,1,0
2.345599898,0,0
2.345609420,1,0
2.345614522,0,0
2.345619416,1,0
2.345624524,0,0
2.345629416,1,0
2.345634526,0,0
2.345639416,1,0
2.345644526,0,0
2.345649416,1,0
2.345654526,0,0
2.345659416,1,0
2.345664526,0,0
2.345669416,1,0
2.345674526,0,0
2.345679418,1,0
2.345684528,0,0
2.345689418,1,0
2.345694528,0,0
2.345704050,1,0
2.345709150,0,0
2.345714046,1,0
2.345719154,0,0
2.345724044,1,0
2.345729156,0,0
2.345734046,1,0
2.345739156,0,0
2.345744044,1,0
2.345749156,0,0
2.345754046,1,0
2.345759158,0,0
2.345764046,1,0
2.345769158,0,0
2.345774046,1,0
2.345779158,0,0
2.345784048,1,0
2.345789158,0,0
2.345798682,1,0
2.345803782,0,0
2.345808678,1,0
2.345813784,0,0
2.345818676,1,0
2.345823786,0,0
2.345828676,1,0
2.345833786,0,0
2.345838678,1,0
2.345843788,0,0
2.345848678,1,0
2.345853788,0,0
2.345858678,1,0
2.345863788,0,0
2.345868678,1,0
2.345873788,0,0
2.345878680,1,0
2.345883788,0,0
2.345893314,1,0
2.345898412,0,0
2.345903306,1,0
2.345908414,0,0
2.345913306,1,0
2.345918416,0,0
2.345923306,1,0
2.345928414,0,0
2.345933304,1,0
2.345938416,0,0
2.345943308,1,0
2.345948418,0,0
2.345953310,1,0
2.345958418,0,0
2.345963308,1,0
2.345968418,0,0
2.345973308,1,0
2.345978418,0,0
2.345987942,1,0
2.345993042,0,0
2.345997938,1,0
2.346003046,0,0
2.346007936,1,0
2.346013046,0,0
2.346017936,1,0
2.346023048,0,0
2.346027936,1,0
2.346033048,0,0
2.346037938,1,0
2.346043048,0,0
2.346047938,1,0
2.346053050,0,0
2.346057938,1,0
2.346063048,0,0
2.346067940,1,0
2.346073050,0,0
2.346082574,1,0
2.346087674,0,0
2.346092568,1,0
2.346097674,0,0
2.346102566,1,0
2.346107676,0,0
2.346112570,1,0
2.346117678,0,0
2.346122568,1,0
2.346127680,0,0
2.346132568,1,0
2.346137680,0,0
2.346142568,1,0
2.346147680,0,0
2.346152570,1,0
2.346157682,0,0
2.346162570,1,0
2.346167680,0,0
2.346177202,1,0
2.346182304,0,0
2.346187200,1,0
2.346192306,0,0
2.346197198,1,0
2.346202306,0,0
2.346207198,1,0
2.346212308,0,0
2.346217196,1,0
2.346222308,0,0
2.346227198,1,0
2.346232308,0,0
2.346237198,1,0
2.346242310,0,0
2.346247198,1,0
2.346252310,0,0
2.346257200,1,0
2.346262310,0,0
2.346271898,1,0
2.346276996,0,0
2.346281894,1,0
2.346286998,0,0
2.346291890,1,0
2.346297000,0,0
2.346301892,1,0
2.346307000,0,0
2.346311892,1,0
2.346317000,0,0
2.346321890,1,0
2.346327002,0,0
2.346331894,1,0
2.346337002,0,0
2.346341892,1,0
2.346347002,0,0
2.346351892,1,0
2.346357002,0,0
2.346366214,1,0
2.346371852,1,1
2.346402940,1,0
2.346407522,0,0
2.346411706,0,1
2.346416204,1,1
2.346421318,0,1
2.346426208,1,1
2.346431318,0,1
2.346436210,1,1
2.346441318,0,1
2.346442932,0,0
2.346446210,1,0
2.346451322,0,0
2.346456210,1,0
2.346461322,0,0
2.346466212,1,0
2.346471324,0,0
2.346476212,1,0
2.346481322,0,0
2.346486212,1,0
2.346491324,0,0
2.346496214,1,0
2.346501324,0,0
2.346501476,0,1
2.346511408,1,1
2.346516508,0,1
2.346516966,0,0
2.346521404,1,0
2.346526512,0,0
2.346531404,1,0
2.346536514,0,0
2.346541404,1,0
2.346546514,0,0
2.346551404,1,0
2.346556514,0,0
2.346561402,1,0
2.346566516,0,0
2.346571408,1,0
2.346576516,0,0
2.346576806,0,1
2.346581404,1,1
2.346586870,0,1
2.346586962,0,0
2.346591406,1,0
2.346596516,0,0
2.346596658,0,1
2.346601268,0,0
2.346605728,1,0
2.346611354,1,1
2.346642946,1,0
2.346646784,0,0
2.346651220,0,1
2.346655720,1,1
2.346660832,0,1
2.346665722,1,1
2.346670832,0,1
2.346675722,1,1
2.346680832,0,1
2.346682416,0,0
2.346685726,1,0
2.346690834,0,0
2.346695726,1,0
2.346700834,0,0
2.346705724,1,0
2.346710834,0,0
2.346715726,1,0
2.346720836,0,0
2.346725728,1,0
2.346730836,0,0
2.346735728,1,0
2.346740836,0,0
2.346740990,0,1
2.346750984,1,1
2.346756084,0,1
2.346760980,1,1
2.346766086,0,1
2.346770978,1,1
2.346776086,0,1
2.346778228,0,0
2.346780980,1,0
2.346786090,0,0
2.346786350,0,1
2.346790978,1,1
2.346796088,0,1
2.346800980,1,1
2.346806088,0,1
2.346810978,1,1
2.346816090,0,1
2.346820980,1,1
2.346826448,0,1
2.346827360,0,0
2.346830984,1,0
2.346836092,0,0
2.346836224,0,1
2.346840846,0,0
2.346845304,1,0
2.346850928,1,1
2.346977782,1,0
2.346982180,0,0
2.346985800,0,1
2.346990298,1,1
2.346995412,0,1
2.347000302,1,1
2.347005414,0,1
2.347010304,1,1
2.347015414,0,1
2.347016904,0,0
2.347020306,1,0
2.347025414,0,0
2.347030308,1,0
2.347035416,0,0
2.347040308,1,0
2.347045416,0,0
2.347050308,1,0
2.347055416,0,0
2.347060310,1,0
2.347065416,0,0
2.347070308,1,0
2.347075416,0,0
2.347075570,0,1
2.347080978,0,0
2.347085566,1,0
2.347090668,0,0
2.347095562,1,0
2.347100670,0,0
2.347105562,1,0
2.347110670,0,0
2.347115562,1,0
2.347120672,0,0
2.347125562,1,0
2.347130672,0,0
2.347135560,1,0
2.347140672,0,0
2.347145562,1,0
2.347150670,0,0
2.347155562,1,0
2.347160672,0,0
2.347165564,1,0
2.347170674,0,0
2.347180196,1,0
2.347185296,0,0
2.347190192,1,0
2.347195298,0,0
2.347200190,1,0
2.347205300,0,0
2.347210194,1,0
2.347215302,0,0
2.347220192,1,0
2.347225302,0,0
2.347230194,1,0
2.347235300,0,0
2.347240194,1,0
2.347245302,0,0
2.347250194,1,0
